Context|Response
ImgoingthroughsomethingswithmyfeelingsandmyselfIbarelysleepandIdonothingbutthinkabouthowImworthlessandhowIshouldntbehereIvenevertriedorcontemplatedsuicideIvealwayswantedtofixmyissuesbutInevergetaroundtoitHowcanIchangemyfeelingofbeingworthlesstoeveryone|PeoplewhofeelworthlesswereinonewayoranotherweretoldthattheyareworthlessThisistheliethattheyarelivingwithTheworkoftherapyistohelppeopleseetheirtruegoodselvesThisgivesthemselfesteem
ImgoingthroughsomethingswithmyfeelingsandmyselfIbarelysleepandIdonothingbutthinkabouthowImworthlessandhowIshouldntbehereIvenevertriedorcontemplatedsuicideIvealwayswantedtofixmyissuesbutInevergetaroundtoitHowcanIchangemyfeelingofbeingworthlesstoeveryone|ImsorrytohearyourefeelingthisintenseemotionofworthlessnessImgladtohearthishasnotreachedthepointofsuicidalideationhoweveritdoessoundslikeyoucouldusesomeadditionalsupportrightnowIwouldrecommendseekingoutcounselingtohelpyouchallengethenegativebeliefsyouhaveaboutyourselfAlthoughmanytypesoftherapywouldbehelpfulcognitivebehavioraltherapyhasbeenshowntobeagoodapproachforthistypeofstruggleACBTtherapistcanhelpyouidentifyyournegativethoughtsandbeliefsfigureoutthewaysyourthoughtsarebeingdistortedforexampleallornothingthinkingordiscountingthepositivesaboutyourselfandreframeyourthoughtstobemorepositiveYoumightalsoconsiderEMDRtherapywhichhelpsthebrainreprocesstraumaticordistressingmemoriesandhelpsyoumoveforwardwithmorepositivebeliefsaboutyourselfBestwishes
ImgoingthroughsomethingswithmyfeelingsandmyselfIbarelysleepandIdonothingbutthinkabouthowImworthlessandhowIshouldntbehereIvenevertriedorcontemplatedsuicideIvealwayswantedtofixmyissuesbutInevergetaroundtoitHowcanIchangemyfeelingofbeingworthlesstoeveryone|ItsoundslikeyoumaybestrugglingwithdepressionDepressioncanmakeyoufeeloverwhelmedandparalyzedtochangeIwouldsuggestthatyouconnectwithaproviderwhocanhelpyougettotherootofwheretheworthlessnessiscomingfromandhelpyoudevelopaplanforrecoveryInthemeantimesmallstepscangoalongwaySelfcareinterventionssuchasjournalingyourfeelingsmindfulnessmeditationandregularexerciseareallhelpfultoreconnectingwiththepresentmomentandgaininginternalmotivationFocusingononedayatatimeandbringingyourthoughtsbacktothepresentcanalsobebeneficialThereishope
ImgoingthroughsomethingswithmyfeelingsandmyselfIbarelysleepandIdonothingbutthinkabouthowImworthlessandhowIshouldntbehereIvenevertriedorcontemplatedsuicideIvealwayswantedtofixmyissuesbutInevergetaroundtoitHowcanIchangemyfeelingofbeingworthlesstoeveryone|ImgladyouareinterestedinchangingyourfeelingsofworthlessnessVisitingyourdoctorisagreatfirststeptoaddressyourlackofsleepFirstyouwanttomakesurethatyouarephysicallyhealthyandthatthereisntaphysicalconditioncausingyourproblemwithsleepChangingyourfeelingsissomethingthatisdifficulttodoespeciallyonyourownMakesurethatyouhavesomeoneyoucantrustandyoucantalktoabouthowyoufeelThiscanbeafriendorafamilymemberIfyoufindthatthereisntanyoneyouwouldfeelcomfortabletalkingtoaboutthisissuefindatherapistclosetoyouwhocanhelpOneactivitythatpeoplehavefoundhelpfulinfeelingbetteraboutthemselvesiskeepingagratitudejournalYoucandothisbyjournalingdailyaboutthethingsthatyouaregratefulforThereisnorightorwrongwayofdoingthisaslongasyoufocusyourjournalentriesonthethingsyouaregratefulforinlife
ImgoingthroughsomethingswithmyfeelingsandmyselfIbarelysleepandIdonothingbutthinkabouthowImworthlessandhowIshouldntbehereIvenevertriedorcontemplatedsuicideIvealwayswantedtofixmyissuesbutInevergetaroundtoitHowcanIchangemyfeelingofbeingworthlesstoeveryone|YouhaveseveralthingsgoingonhereThesleepshouldbeaddressedwithaprimarycarephysiciantoruleoutanyphysicalissuesSleepisthebigresetandallowsustofunctioninthedayWhathappensduringadepressionisthatourthoughtsraceanditisasthoughourbrainwontshutoffMedicationcanhelpwiththisIalsouseaPranayamayogabreathingtechniquecalledthefourfoldbreathwhichhasgreatusefulnessforrelaxingusandoftendoesworkquitewellwithallowingustosleepYoucanreadaboutitherehttpsbillleavitttherapycombreathingtechniquesthefourfoldbreathYourthoughtsonfeelingworthlesstoeveryonefallunderaheadingofthinkingerrorinCognitiveBehavioralTherapyCBTknownasovergeneralizationInCBTthoughtsleadtoemotionssowearegoingtopickthestatementapartandthenreframeitFirstlisttheevidencethatcontradictsthethoughtHasanyoneinthepastmadepositivecommentstowardyouThismightbehardtorecallifweareinarutbutatsomepointinlifewefrequentlyhavehadsomepositivesexpressedtowardsusbyothersEveryoneisanabsoluteThespecificsonwhyyouarethinkingthisneedtobeaddressedHowareyouarrivingatthisconclusionTheremaybespecificpeoplethatwewantmorevalidationfromOrspecificpeoplemighthavemadeoffhandhurtfulcommentssuchasafamilymemberteacherorcoworkerbutifIextrapolatethattoaglobalandthinkthateveryonethinksIamworthlessthatthoughtisnotrootedinfactsWhataretheProsandConsofthinkingthiswayWhataretheBenefitsandCostsThereareverylittleprosorbenefitstothinkingthiswayItsjustgoingtocontinuetotearyoudownandmakeyoufeelbadSocanwereframethethoughtaboutthesituationIsthereanotherwayoflookingatthesituationAgainweneedthespecificsonhowyouarearrivingatthisconclusionandaoneononetherapistcandefinitelyhelpyouwiththisbutthethinkingthatyouareusingtoarriveattheconclusionneedstoberecastintoamorehelpfulmindset
ImgoingthroughsomethingswithmyfeelingsandmyselfIbarelysleepandIdonothingbutthinkabouthowImworthlessandhowIshouldntbehereIvenevertriedorcontemplatedsuicideIvealwayswantedtofixmyissuesbutInevergetaroundtoitHowcanIchangemyfeelingofbeingworthlesstoeveryone|HelloyousoundlikeyouhavesomuchonyourmindIamrelievedtohearthatyouhavenevertriedorhavecontemplatedsuicidebutnotbeingabletosleepfeelingworthlessandlikeyoushouldntbeherearebigissuesthatneedaddressingPleasegetaroundtocounselingHavingsomeonetolistentoyouisagifttoyourselfYoudeservethehelpofsomeonehelpingyouchangeyourfeelingsofworthlessnessYouhavenotbeenabletodothisaloneItstimetoreachoutforhelpYoucandothisBesttoyou
ImgoingthroughsomethingswithmyfeelingsandmyselfIbarelysleepandIdonothingbutthinkabouthowImworthlessandhowIshouldntbehereIvenevertriedorcontemplatedsuicideIvealwayswantedtofixmyissuesbutInevergetaroundtoitHowcanIchangemyfeelingofbeingworthlesstoeveryone|ItsoundslikeyouarehavingsomeprettyseveredepressionDepressioncancauseinsomniaandmakeapersonfocusontheirownperceptionsthattheyareworthlessItisimportanttorememberthatotherpeoplemaynottrulyperceiveyouasworthlessThisisthedepressiontalkingIthinkthatitisextremelyimportantwhenyouarethisdepressedtositdownandwritedownsomepositivesaboutyourselfWhatareyourstrengthsWhataresomepositivethingsthatyourhavedoneinyourlifeItconcernsmethatyouarehavingsuicidalthoughtsItsoundslikenowisthetimetoactontheideaofgettingsomehelpforyourselfIfyoufeellikeyoumightactuallytakeyourlifeIwouldrecommendthatyougotoahospitalemergencyroomoramentalhealthcrisisclinicrightawaytogetsomehelpThemostimportantthingrightnowistokeepyourselfsafeIfyouarefeelinglikeyouarenotgoingtohurtyourselfdespiteyoursuicidalthoughtsIwouldrecommendthatyoufocusonfindingatherapistassoonaspossibleIdontknowwhatyoursituationisintermsofinsuranceThebackofyourinsurancecardshouldinformyouhowtoobtainmentalhealthservicesTherearealsolowcostservicesavailablewithsuchplacesasCatholicCharitiesandothersYourlocalcountymentalhealthagencyshouldbeabletoreferyoutosomeappropriateplacesGoodluckRemembertoidentifyyourstrengthsandthegoodthingsaboutyourselfMarie
ImgoingthroughsomethingswithmyfeelingsandmyselfIbarelysleepandIdonothingbutthinkabouthowImworthlessandhowIshouldntbehereIvenevertriedorcontemplatedsuicideIvealwayswantedtofixmyissuesbutInevergetaroundtoitHowcanIchangemyfeelingofbeingworthlesstoeveryone|YoucanforsureandthefirststepistobelieveyouareworthyTOYOURSELFRecognizingyouareinaquestisalreadyabigfirststepTakingthetimetostartfiguringoutwhoyouareisdefinitelythenextdosowithSELFCOMPASSIONandkindnessKnowthisisaprocessandjustlookforwardforwhatyoumightfindIdorecommendyoufindsomeonetotalktotherearemanyoptionsouttherethatcanfitthesituationyouareinandIalsorecommendyoustartbygivingyourselftheimportancetoinvestsometimeandeffortinthisquestYOUDESERVEITTherearesomeexcellentTEDTalksyoucangooglegreatbooksyoucanreadorevenjoiningayogapracticeteamorsomekindofhobbymayhelpAnythingthatshowsyourselfyouareworthyofthiseffortHavepatienceandstarttheanswerisouttherewaitingforyouAskingthesequestionsalreadysetyouontherightpath
ImgoingthroughsomethingswithmyfeelingsandmyselfIbarelysleepandIdonothingbutthinkabouthowImworthlessandhowIshouldntbehereIvenevertriedorcontemplatedsuicideIvealwayswantedtofixmyissuesbutInevergetaroundtoitHowcanIchangemyfeelingofbeingworthlesstoeveryone|OftentimeswecanchangeourfeelingsaboutourselvesbybuildingabetterrelationshipwithourselfItsoundslikethereisaverycriticalaspectofyourselfthatisaliveandtakingoverSometimeswhenwearestuckitisbecauseapartofourselvesawaythatperhapswelearnedtocopewithdifficultsituationsearlierinourliveshasdecidedtoruntheshowLikeahighlycriticalpartthatmayactuallybedesperatelyattemptingtoprotectusfromapasthurtSlowingdownandevenformingarelationshipwiththiscriticalinternalpartwillhelpyougetsomespacefromitWhenwecanbegintoobservepartsofourselvesbecuriousaboutthemgettoknowthemlikeanewfriendthenwehaveroomforotherwaysofbeingBeginningtherapycouldbeagreatwaytochangethisfeelingofworthlessnessBeginningtobuildabetterrelationshipandunderstandingofyourselfwilldeeplyinfluencetherelationshipsaroundyouThisfirststepmayfeelhardtoreachouttosomeoneanditcouldbethebeginningsteptoapathofradicallyshiftingyourrelationshipwithyourselfandothersinyourlife
ImgoingthroughsomethingswithmyfeelingsandmyselfIbarelysleepandIdonothingbutthinkabouthowImworthlessandhowIshouldntbehereIvenevertriedorcontemplatedsuicideIvealwayswantedtofixmyissuesbutInevergetaroundtoitHowcanIchangemyfeelingofbeingworthlesstoeveryone|FeelingsofworthlessnessoftenoriginatefromwhatyoulearnedaboutyourselfwhenyouwereyoungImprovingyourselfesteemneedsfocusonthatoriginalmessagefromparentsteachersorsiblingsthatmaybesuppressedMostofusneedhelptouncovertheliebecauseyouwerebornvaluable
ImgoingthroughsomethingswithmyfeelingsandmyselfIbarelysleepandIdonothingbutthinkabouthowImworthlessandhowIshouldntbehereIvenevertriedorcontemplatedsuicideIvealwayswantedtofixmyissuesbutInevergetaroundtoitHowcanIchangemyfeelingofbeingworthlesstoeveryone|ThefeelingofbeingworthlessiscausedbyyourinsidebeingnotmatchingyouroutsideresultYourcomparisontoothersandyouthinkingyouneedtobesomeoneotherthanwhoyouareYouarenotworthlessNooneisworthlessYouneedtofindyourworthandnotletyourselftalkyourselfoutofthegoodyoufindinyourselfIhopethesewordsresonatewithyouandthatyoustartlookingforyourworthevenifitsassimpleasIamabletogetoutofbedandcallsomeoneandmakeajoke
ImgoingthroughsomethingswithmyfeelingsandmyselfIbarelysleepandIdonothingbutthinkabouthowImworthlessandhowIshouldntbehereIvenevertriedorcontemplatedsuicideIvealwayswantedtofixmyissuesbutInevergetaroundtoitHowcanIchangemyfeelingofbeingworthlesstoeveryone|HithereImsorryyourefeelingthiswayLetmeseeifIcanguideyouintherightdirectionOftenwhenItalktomyclientsaboutfeelingsofworthlessnesswestartwithalittlebitofselfexplorationWestartwithnoticingStarttonoticewhenthesefeelingscomeupforyouIsthereaparticulartimeofdayaspecificpersonwhobringsitoutaphraseyouhearJuststarttonoticeUsuallyitstiedtosomethingbutitmaytakeawhiletofigureoutwhatthatsomethingsomeoneisTrytobepatientNextwestarttoexploreWhendidthesefeelingsstartWheredoyouthinktheycomefromIstheresomethingastatementperhapsthatrepeatsinyourheadoverandoveragainIfsowhosevoiceisitThesearedifficultquestionsandjustafewofthemsotakeyourtimeansweringthemWeusuallydoitoverafewsessionsItmightevenbehelpfultowritethemdownsomewhereIfyouhaveajournalthatwouldbeagreatplaceasresearchhasshownthatourbrainworksdifferentlywhenweputpentopaperversustypingonacomputerNowcomesthegoodnewsOurbrainsareabletorewirethemselvesThisallowsustochangehabitswedontwantaswellasstatementswesaytoourselvesthatarenolongerservingusThenextstepistoselectanallySomeonewhoisorhasbeeninyourcornersomeonewhoisalwaysrootingforyouIfyoudonthavesomeonelikethatthatsokalotofusdontyoucanjustmakesomeoneupCloseyoureyesandtrytodescribethatpersoningreatdetailfromthewaytheylooktothewaytheyacttothewaytheysoundNowpickaphraseyouwouldlikethatpersontosaytoyouwheneveryoustarttothinkthatyoureworthlessSomethingthatwillhelpyoufeelbetteraboutyourselfacharacteristicaskillagreatjokeyoutellaphysicalattributeThisalsotakestimeandmayinvolveyouaskingforhelpfromsomeonewhoknowsyouOnceyouhaveallofthattogetherthenoticinganswersfromwherethesefeelingsandstatementscomefromyourallyyournewstatementyoucantrytoputitaltogetherWhenthefeelingscomeupnoticewhatisbringingthemupandthencalluponyourallytotrytochangethestatementinyourheadfromtheselfdefeatingonetothemorepositiveupliftingoneIhopethiswashelpfulAgainIdothiswithmyclientsoverquiteafewweeksifnotmonthsandIamtherewiththemthewholetimeItisquiteaninvolvedprocessandcanbringupalotofverydifficultfeelingmemoriesIfatanypointyoufindittoohardtogoatalonepleaseseekhelpIfyoutakeanythingawayfromthisreplyknowthatthereishelpoutthereandthatitispossibletochangethewayyoufeel
ImgoingthroughsomethingswithmyfeelingsandmyselfIbarelysleepandIdonothingbutthinkabouthowImworthlessandhowIshouldntbehereIvenevertriedorcontemplatedsuicideIvealwayswantedtofixmyissuesbutInevergetaroundtoitHowcanIchangemyfeelingofbeingworthlesstoeveryone|IamsorryyouarefeelingthiswayWeallhavenarrativesthatwesaytoourselveswhetheritisvalidornotInyourcaseitwouldbebeneficialtoexplorewhenandhowthisbeliefbeganandrewriteyourstoryTherearedifferentwaystoexploreandrewriteThisprocessrequirescommitmentselfreflectionandcourage
IhavesomanyissuestoaddressIhaveahistoryofsexualabuseImabreastcancersurvivorandIamalifetimeinsomniacIhavealonghistoryofdepressionandImbeginningtohaveanxietyIhavelowselfesteembutIvebeenhappilymarriedforalmost35yearsIveneverhadcounselingaboutanyofthisDoIhavetoomanyissuestoaddressincounseling|LetmestartbysayingtherearenevertoomanyconcernsthatyoucanbringintocounsellingInfactmostpeoplewhocometoseemeforcounsellinghavemorethanoneissuetheywouldliketoworkoninpsychotherapyandmosttimestheseareallinterconnectedIncounsellingweworktogethercollaborativelytofigureoutwhichissuesyouwouldliketoaddressfirstandthentogetherwedevelopanindividualizedplanofcareBasicallyitslikearoadmapofwhereyouwanttogohowareyougoingtogettherelookingatstopoverssomescenicroutesotherspossiblynotsoscenichowevernecessaryOfcoursetheseplanscanalsochangeduetointernalwhatwehavecontroloverlikeourthoughtsfeelingsandbehavioursorexternalreasonsthosethingsthatareoutsideourcontrolIwouldencourageyoutotakethenextstepandreachouttoaprofessionalyoucantrustandbuildrapportwithbycojourneyingthroughwhateverconcernsyouhavebyexaminingwhathasbeenworkingsofarasyouhavelearnedtocopewithsomeofyourissueslikeinsomniadepressionandanxietyaswellasbeingabreastcancersurvivorThentohelpyoubydevelopingnewcopingstrategiesPsychotherapycanbesuchapowerfultooltohelpyougettowhereitisyouwanttobeIknowyoucandoitandyouwillseefirsthandhowpsychotherapywillhelpyoutomovepastthesepointsinyourlifewhereyouarefeelingstuckIliketoquoteNikewheretheirmottoisjustdoitYoucandoit
IhavesomanyissuestoaddressIhaveahistoryofsexualabuseImabreastcancersurvivorandIamalifetimeinsomniacIhavealonghistoryofdepressionandImbeginningtohaveanxietyIhavelowselfesteembutIvebeenhappilymarriedforalmost35yearsIveneverhadcounselingaboutanyofthisDoIhavetoomanyissuestoaddressincounseling|ItisnevertoolatetogethelpandbeginmakingsignificantchangesandimprovementsinyourlifeTherighttimeiswhenyoufeelreadyandopentochangeSometimeswhenwehaveahistoryoftraumalikesexualabusetheimpactofthattraumacanaffectmanyareasofourlivesasadultsWorkingwithatherapistwhospecializesintraumaisagreatwaytobegindevelopingskillstomanagepresentdaylifelearntoregulateyouremotionsandnervoussystemwhenyoubecometriggeredandtheninasafeenvironmenthavetheopportunitytoprocesspasttraumassoyoucanliveyourpresentlifewithmoreeaseandjoyPeoplecananddorecoverfromtheimpactsoftraumaatanystageintheirlifeItisnevertoolateandyoucanfeelbetter
IhavesomanyissuestoaddressIhaveahistoryofsexualabuseImabreastcancersurvivorandIamalifetimeinsomniacIhavealonghistoryofdepressionandImbeginningtohaveanxietyIhavelowselfesteembutIvebeenhappilymarriedforalmost35yearsIveneverhadcounselingaboutanyofthisDoIhavetoomanyissuestoaddressincounseling|YouhavebeenthroughsomuchanditsoundslikeyouhavealotofthingsthathavecompliedovertheyearsRegardlessofthestrugglesyouhavebeenthroughyoudonothavetoomanyissuesforcounselingManytimeswhensomeonestartsouttheircounselingandhealingjourneytherearemultiplethingstheywouldliketoaddressandworkonIfyoudecidetostartcounselingyouandyourtherapistcandecidecollaborativelywhatyouwouldliketoprocessandworkonfirstBesuretoexpresstoyourcounselorifanyoftheaboveexperiencesyouvebeenthroughiscausingalotofdistressasmanytimesthefirstthingsaddressedaretheonesthatarepresentlyaffectingyourlifeoryouemotionallyOftentimeswhenweexperiencenegativesituationsinourlifebutdonotaddressthemtheybottleupinsideusandcanmanifestinotherwayssuchasdepressionorevenphysicalsymptomslikeIBSorneckpainCounselingcangivethesebottledupemotionsandsituationsareleaseGiventhesituationyousharednotonlydoInotthinkthatyouhavetoomanyissuesforcounselingbutbelievethatyouwillbeagreatcandidateandcangetalotfromit
IhavesomanyissuestoaddressIhaveahistoryofsexualabuseImabreastcancersurvivorandIamalifetimeinsomniacIhavealonghistoryofdepressionandImbeginningtohaveanxietyIhavelowselfesteembutIvebeenhappilymarriedforalmost35yearsIveneverhadcounselingaboutanyofthisDoIhavetoomanyissuestoaddressincounseling|AbsolutelynotIstronglyrecommendingworkingononeissueneedatatimeIntherapyyouwillsetsmartgoalsandobjectivesthatwillhelpyoureachyourgoalsIseeyouasasurvivorandnotavictimBestwishestoyou
