Context|Response
imgoingthroughsomethingswithmyfeelingsandmyselfibarelysleepandidonothingbutthinkabouthowimworthlessandhowishouldntbehereivenevertriedorcontemplatedsuicideivealwayswantedtofixmyissuesbutinevergetaroundtoithowcanichangemyfeelingofbeingworthlesstoeveryone|peoplewhofeelworthlesswereinonewayoranotherweretoldthattheyareworthlessthisistheliethattheyarelivingwiththeworkoftherapyistohelppeopleseetheirtruegoodselvesthisgivesthemselfesteem
imgoingthroughsomethingswithmyfeelingsandmyselfibarelysleepandidonothingbutthinkabouthowimworthlessandhowishouldntbehereivenevertriedorcontemplatedsuicideivealwayswantedtofixmyissuesbutinevergetaroundtoithowcanichangemyfeelingofbeingworthlesstoeveryone|imsorrytohearyourefeelingthisintenseemotionofworthlessnessimgladtohearthishasnotreachedthepointofsuicidalideationhoweveritdoessoundslikeyoucouldusesomeadditionalsupportrightnowiwouldrecommendseekingoutcounselingtohelpyouchallengethenegativebeliefsyouhaveaboutyourselfalthoughmanytypesoftherapywouldbehelpfulcognitivebehavioraltherapyhasbeenshowntobeagoodapproachforthistypeofstruggleacbttherapistcanhelpyouidentifyyournegativethoughtsandbeliefsfigureoutthewaysyourthoughtsarebeingdistortedforexampleallornothingthinkingordiscountingthepositivesaboutyourselfandreframeyourthoughtstobemorepositiveyoumightalsoconsideremdrtherapywhichhelpsthebrainreprocesstraumaticordistressingmemoriesandhelpsyoumoveforwardwithmorepositivebeliefsaboutyourselfbestwishes
imgoingthroughsomethingswithmyfeelingsandmyselfibarelysleepandidonothingbutthinkabouthowimworthlessandhowishouldntbehereivenevertriedorcontemplatedsuicideivealwayswantedtofixmyissuesbutinevergetaroundtoithowcanichangemyfeelingofbeingworthlesstoeveryone|itsoundslikeyoumaybestrugglingwithdepressiondepressioncanmakeyoufeeloverwhelmedandparalyzedtochangeiwouldsuggestthatyouconnectwithaproviderwhocanhelpyougettotherootofwheretheworthlessnessiscomingfromandhelpyoudevelopaplanforrecoveryinthemeantimesmallstepscangoalongwayselfcareinterventionssuchasjournalingyourfeelingsmindfulnessmeditationandregularexerciseareallhelpfultoreconnectingwiththepresentmomentandgaininginternalmotivationfocusingononedayatatimeandbringingyourthoughtsbacktothepresentcanalsobebeneficialthereishope
imgoingthroughsomethingswithmyfeelingsandmyselfibarelysleepandidonothingbutthinkabouthowimworthlessandhowishouldntbehereivenevertriedorcontemplatedsuicideivealwayswantedtofixmyissuesbutinevergetaroundtoithowcanichangemyfeelingofbeingworthlesstoeveryone|imgladyouareinterestedinchangingyourfeelingsofworthlessnessvisitingyourdoctorisagreatfirststeptoaddressyourlackofsleepfirstyouwanttomakesurethatyouarephysicallyhealthyandthatthereisntaphysicalconditioncausingyourproblemwithsleepchangingyourfeelingsissomethingthatisdifficulttodoespeciallyonyourownmakesurethatyouhavesomeoneyoucantrustandyoucantalktoabouthowyoufeelthiscanbeafriendorafamilymemberifyoufindthatthereisntanyoneyouwouldfeelcomfortabletalkingtoaboutthisissuefindatherapistclosetoyouwhocanhelponeactivitythatpeoplehavefoundhelpfulinfeelingbetteraboutthemselvesiskeepingagratitudejournalyoucandothisbyjournalingdailyaboutthethingsthatyouaregratefulforthereisnorightorwrongwayofdoingthisaslongasyoufocusyourjournalentriesonthethingsyouaregratefulforinlife
imgoingthroughsomethingswithmyfeelingsandmyselfibarelysleepandidonothingbutthinkabouthowimworthlessandhowishouldntbehereivenevertriedorcontemplatedsuicideivealwayswantedtofixmyissuesbutinevergetaroundtoithowcanichangemyfeelingofbeingworthlesstoeveryone|youhaveseveralthingsgoingonherethesleepshouldbeaddressedwithaprimarycarephysiciantoruleoutanyphysicalissuessleepisthebigresetandallowsustofunctioninthedaywhathappensduringadepressionisthatourthoughtsraceanditisasthoughourbrainwontshutoffmedicationcanhelpwiththisialsouseapranayamayogabreathingtechniquecalledthefourfoldbreathwhichhasgreatusefulnessforrelaxingusandoftendoesworkquitewellwithallowingustosleepyoucanreadaboutitherehttpsbillleavitttherapycombreathingtechniquesthefourfoldbreathyourthoughtsonfeelingworthlesstoeveryonefallunderaheadingofthinkingerrorincognitivebehavioraltherapycbtknownasovergeneralizationincbtthoughtsleadtoemotionssowearegoingtopickthestatementapartandthenreframeitfirstlisttheevidencethatcontradictsthethoughthasanyoneinthepastmadepositivecommentstowardyouthismightbehardtorecallifweareinarutbutatsomepointinlifewefrequentlyhavehadsomepositivesexpressedtowardsusbyotherseveryoneisanabsolutethespecificsonwhyyouarethinkingthisneedtobeaddressedhowareyouarrivingatthisconclusiontheremaybespecificpeoplethatwewantmorevalidationfromorspecificpeoplemighthavemadeoffhandhurtfulcommentssuchasafamilymemberteacherorcoworkerbutifiextrapolatethattoaglobalandthinkthateveryonethinksiamworthlessthatthoughtisnotrootedinfactswhataretheprosandconsofthinkingthiswaywhatarethebenefitsandcoststhereareverylittleprosorbenefitstothinkingthiswayitsjustgoingtocontinuetotearyoudownandmakeyoufeelbadsocanwereframethethoughtaboutthesituationisthereanotherwayoflookingatthesituationagainweneedthespecificsonhowyouarearrivingatthisconclusionandaoneononetherapistcandefinitelyhelpyouwiththisbutthethinkingthatyouareusingtoarriveattheconclusionneedstoberecastintoamorehelpfulmindset
imgoingthroughsomethingswithmyfeelingsandmyselfibarelysleepandidonothingbutthinkabouthowimworthlessandhowishouldntbehereivenevertriedorcontemplatedsuicideivealwayswantedtofixmyissuesbutinevergetaroundtoithowcanichangemyfeelingofbeingworthlesstoeveryone|helloyousoundlikeyouhavesomuchonyourmindiamrelievedtohearthatyouhavenevertriedorhavecontemplatedsuicidebutnotbeingabletosleepfeelingworthlessandlikeyoushouldntbeherearebigissuesthatneedaddressingpleasegetaroundtocounselinghavingsomeonetolistentoyouisagifttoyourselfyoudeservethehelpofsomeonehelpingyouchangeyourfeelingsofworthlessnessyouhavenotbeenabletodothisaloneitstimetoreachoutforhelpyoucandothisbesttoyou
imgoingthroughsomethingswithmyfeelingsandmyselfibarelysleepandidonothingbutthinkabouthowimworthlessandhowishouldntbehereivenevertriedorcontemplatedsuicideivealwayswantedtofixmyissuesbutinevergetaroundtoithowcanichangemyfeelingofbeingworthlesstoeveryone|itsoundslikeyouarehavingsomeprettyseveredepressiondepressioncancauseinsomniaandmakeapersonfocusontheirownperceptionsthattheyareworthlessitisimportanttorememberthatotherpeoplemaynottrulyperceiveyouasworthlessthisisthedepressiontalkingithinkthatitisextremelyimportantwhenyouarethisdepressedtositdownandwritedownsomepositivesaboutyourselfwhatareyourstrengthswhataresomepositivethingsthatyourhavedoneinyourlifeitconcernsmethatyouarehavingsuicidalthoughtsitsoundslikenowisthetimetoactontheideaofgettingsomehelpforyourselfifyoufeellikeyoumightactuallytakeyourlifeiwouldrecommendthatyougotoahospitalemergencyroomoramentalhealthcrisisclinicrightawaytogetsomehelpthemostimportantthingrightnowistokeepyourselfsafeifyouarefeelinglikeyouarenotgoingtohurtyourselfdespiteyoursuicidalthoughtsiwouldrecommendthatyoufocusonfindingatherapistassoonaspossibleidontknowwhatyoursituationisintermsofinsurancethebackofyourinsurancecardshouldinformyouhowtoobtainmentalhealthservicestherearealsolowcostservicesavailablewithsuchplacesascatholiccharitiesandothersyourlocalcountymentalhealthagencyshouldbeabletoreferyoutosomeappropriateplacesgoodluckremembertoidentifyyourstrengthsandthegoodthingsaboutyourselfmarie
imgoingthroughsomethingswithmyfeelingsandmyselfibarelysleepandidonothingbutthinkabouthowimworthlessandhowishouldntbehereivenevertriedorcontemplatedsuicideivealwayswantedtofixmyissuesbutinevergetaroundtoithowcanichangemyfeelingofbeingworthlesstoeveryone|youcanforsureandthefirststepistobelieveyouareworthytoyourselfrecognizingyouareinaquestisalreadyabigfirststeptakingthetimetostartfiguringoutwhoyouareisdefinitelythenextdosowithselfcompassionandkindnessknowthisisaprocessandjustlookforwardforwhatyoumightfindidorecommendyoufindsomeonetotalktotherearemanyoptionsouttherethatcanfitthesituationyouareinandialsorecommendyoustartbygivingyourselftheimportancetoinvestsometimeandeffortinthisquestyoudeserveittherearesomeexcellenttedtalksyoucangooglegreatbooksyoucanreadorevenjoiningayogapracticeteamorsomekindofhobbymayhelpanythingthatshowsyourselfyouareworthyofthisefforthavepatienceandstarttheanswerisouttherewaitingforyouaskingthesequestionsalreadysetyouontherightpath
imgoingthroughsomethingswithmyfeelingsandmyselfibarelysleepandidonothingbutthinkabouthowimworthlessandhowishouldntbehereivenevertriedorcontemplatedsuicideivealwayswantedtofixmyissuesbutinevergetaroundtoithowcanichangemyfeelingofbeingworthlesstoeveryone|oftentimeswecanchangeourfeelingsaboutourselvesbybuildingabetterrelationshipwithourselfitsoundslikethereisaverycriticalaspectofyourselfthatisaliveandtakingoversometimeswhenwearestuckitisbecauseapartofourselvesawaythatperhapswelearnedtocopewithdifficultsituationsearlierinourliveshasdecidedtoruntheshowlikeahighlycriticalpartthatmayactuallybedesperatelyattemptingtoprotectusfromapasthurtslowingdownandevenformingarelationshipwiththiscriticalinternalpartwillhelpyougetsomespacefromitwhenwecanbegintoobservepartsofourselvesbecuriousaboutthemgettoknowthemlikeanewfriendthenwehaveroomforotherwaysofbeingbeginningtherapycouldbeagreatwaytochangethisfeelingofworthlessnessbeginningtobuildabetterrelationshipandunderstandingofyourselfwilldeeplyinfluencetherelationshipsaroundyouthisfirststepmayfeelhardtoreachouttosomeoneanditcouldbethebeginningsteptoapathofradicallyshiftingyourrelationshipwithyourselfandothersinyourlife
imgoingthroughsomethingswithmyfeelingsandmyselfibarelysleepandidonothingbutthinkabouthowimworthlessandhowishouldntbehereivenevertriedorcontemplatedsuicideivealwayswantedtofixmyissuesbutinevergetaroundtoithowcanichangemyfeelingofbeingworthlesstoeveryone|feelingsofworthlessnessoftenoriginatefromwhatyoulearnedaboutyourselfwhenyouwereyoungimprovingyourselfesteemneedsfocusonthatoriginalmessagefromparentsteachersorsiblingsthatmaybesuppressedmostofusneedhelptouncovertheliebecauseyouwerebornvaluable
imgoingthroughsomethingswithmyfeelingsandmyselfibarelysleepandidonothingbutthinkabouthowimworthlessandhowishouldntbehereivenevertriedorcontemplatedsuicideivealwayswantedtofixmyissuesbutinevergetaroundtoithowcanichangemyfeelingofbeingworthlesstoeveryone|thefeelingofbeingworthlessiscausedbyyourinsidebeingnotmatchingyouroutsideresultyourcomparisontoothersandyouthinkingyouneedtobesomeoneotherthanwhoyouareyouarenotworthlessnooneisworthlessyouneedtofindyourworthandnotletyourselftalkyourselfoutofthegoodyoufindinyourselfihopethesewordsresonatewithyouandthatyoustartlookingforyourworthevenifitsassimpleasiamabletogetoutofbedandcallsomeoneandmakeajoke
imgoingthroughsomethingswithmyfeelingsandmyselfibarelysleepandidonothingbutthinkabouthowimworthlessandhowishouldntbehereivenevertriedorcontemplatedsuicideivealwayswantedtofixmyissuesbutinevergetaroundtoithowcanichangemyfeelingofbeingworthlesstoeveryone|hithereimsorryyourefeelingthiswayletmeseeificanguideyouintherightdirectionoftenwhenitalktomyclientsaboutfeelingsofworthlessnesswestartwithalittlebitofselfexplorationwestartwithnoticingstarttonoticewhenthesefeelingscomeupforyouisthereaparticulartimeofdayaspecificpersonwhobringsitoutaphraseyouhearjuststarttonoticeusuallyitstiedtosomethingbutitmaytakeawhiletofigureoutwhatthatsomethingsomeoneistrytobepatientnextwestarttoexplorewhendidthesefeelingsstartwheredoyouthinktheycomefromistheresomethingastatementperhapsthatrepeatsinyourheadoverandoveragainifsowhosevoiceisitthesearedifficultquestionsandjustafewofthemsotakeyourtimeansweringthemweusuallydoitoverafewsessionsitmightevenbehelpfultowritethemdownsomewhereifyouhaveajournalthatwouldbeagreatplaceasresearchhasshownthatourbrainworksdifferentlywhenweputpentopaperversustypingonacomputernowcomesthegoodnewsourbrainsareabletorewirethemselvesthisallowsustochangehabitswedontwantaswellasstatementswesaytoourselvesthatarenolongerservingusthenextstepistoselectanallysomeonewhoisorhasbeeninyourcornersomeonewhoisalwaysrootingforyouifyoudonthavesomeonelikethatthatsokalotofusdontyoucanjustmakesomeoneupcloseyoureyesandtrytodescribethatpersoningreatdetailfromthewaytheylooktothewaytheyacttothewaytheysoundnowpickaphraseyouwouldlikethatpersontosaytoyouwheneveryoustarttothinkthatyoureworthlesssomethingthatwillhelpyoufeelbetteraboutyourselfacharacteristicaskillagreatjokeyoutellaphysicalattributethisalsotakestimeandmayinvolveyouaskingforhelpfromsomeonewhoknowsyouonceyouhaveallofthattogetherthenoticinganswersfromwherethesefeelingsandstatementscomefromyourallyyournewstatementyoucantrytoputitaltogetherwhenthefeelingscomeupnoticewhatisbringingthemupandthencalluponyourallytotrytochangethestatementinyourheadfromtheselfdefeatingonetothemorepositiveupliftingoneihopethiswashelpfulagainidothiswithmyclientsoverquiteafewweeksifnotmonthsandiamtherewiththemthewholetimeitisquiteaninvolvedprocessandcanbringupalotofverydifficultfeelingmemoriesifatanypointyoufindittoohardtogoatalonepleaseseekhelpifyoutakeanythingawayfromthisreplyknowthatthereishelpoutthereandthatitispossibletochangethewayyoufeel
imgoingthroughsomethingswithmyfeelingsandmyselfibarelysleepandidonothingbutthinkabouthowimworthlessandhowishouldntbehereivenevertriedorcontemplatedsuicideivealwayswantedtofixmyissuesbutinevergetaroundtoithowcanichangemyfeelingofbeingworthlesstoeveryone|iamsorryyouarefeelingthiswayweallhavenarrativesthatwesaytoourselveswhetheritisvalidornotinyourcaseitwouldbebeneficialtoexplorewhenandhowthisbeliefbeganandrewriteyourstorytherearedifferentwaystoexploreandrewritethisprocessrequirescommitmentselfreflectionandcourage
ihavesomanyissuestoaddressihaveahistoryofsexualabuseimabreastcancersurvivorandiamalifetimeinsomniacihavealonghistoryofdepressionandimbeginningtohaveanxietyihavelowselfesteembutivebeenhappilymarriedforalmost35yearsiveneverhadcounselingaboutanyofthisdoihavetoomanyissuestoaddressincounseling|letmestartbysayingtherearenevertoomanyconcernsthatyoucanbringintocounsellinginfactmostpeoplewhocometoseemeforcounsellinghavemorethanoneissuetheywouldliketoworkoninpsychotherapyandmosttimestheseareallinterconnectedincounsellingweworktogethercollaborativelytofigureoutwhichissuesyouwouldliketoaddressfirstandthentogetherwedevelopanindividualizedplanofcarebasicallyitslikearoadmapofwhereyouwanttogohowareyougoingtogettherelookingatstopoverssomescenicroutesotherspossiblynotsoscenichowevernecessaryofcoursetheseplanscanalsochangeduetointernalwhatwehavecontroloverlikeourthoughtsfeelingsandbehavioursorexternalreasonsthosethingsthatareoutsideourcontroliwouldencourageyoutotakethenextstepandreachouttoaprofessionalyoucantrustandbuildrapportwithbycojourneyingthroughwhateverconcernsyouhavebyexaminingwhathasbeenworkingsofarasyouhavelearnedtocopewithsomeofyourissueslikeinsomniadepressionandanxietyaswellasbeingabreastcancersurvivorthentohelpyoubydevelopingnewcopingstrategiespsychotherapycanbesuchapowerfultooltohelpyougettowhereitisyouwanttobeiknowyoucandoitandyouwillseefirsthandhowpsychotherapywillhelpyoutomovepastthesepointsinyourlifewhereyouarefeelingstuckiliketoquotenikewheretheirmottoisjustdoityoucandoit
ihavesomanyissuestoaddressihaveahistoryofsexualabuseimabreastcancersurvivorandiamalifetimeinsomniacihavealonghistoryofdepressionandimbeginningtohaveanxietyihavelowselfesteembutivebeenhappilymarriedforalmost35yearsiveneverhadcounselingaboutanyofthisdoihavetoomanyissuestoaddressincounseling|itisnevertoolatetogethelpandbeginmakingsignificantchangesandimprovementsinyourlifetherighttimeiswhenyoufeelreadyandopentochangesometimeswhenwehaveahistoryoftraumalikesexualabusetheimpactofthattraumacanaffectmanyareasofourlivesasadultsworkingwithatherapistwhospecializesintraumaisagreatwaytobegindevelopingskillstomanagepresentdaylifelearntoregulateyouremotionsandnervoussystemwhenyoubecometriggeredandtheninasafeenvironmenthavetheopportunitytoprocesspasttraumassoyoucanliveyourpresentlifewithmoreeaseandjoypeoplecananddorecoverfromtheimpactsoftraumaatanystageintheirlifeitisnevertoolateandyoucanfeelbetter
ihavesomanyissuestoaddressihaveahistoryofsexualabuseimabreastcancersurvivorandiamalifetimeinsomniacihavealonghistoryofdepressionandimbeginningtohaveanxietyihavelowselfesteembutivebeenhappilymarriedforalmost35yearsiveneverhadcounselingaboutanyofthisdoihavetoomanyissuestoaddressincounseling|youhavebeenthroughsomuchanditsoundslikeyouhavealotofthingsthathavecompliedovertheyearsregardlessofthestrugglesyouhavebeenthroughyoudonothavetoomanyissuesforcounselingmanytimeswhensomeonestartsouttheircounselingandhealingjourneytherearemultiplethingstheywouldliketoaddressandworkonifyoudecidetostartcounselingyouandyourtherapistcandecidecollaborativelywhatyouwouldliketoprocessandworkonfirstbesuretoexpresstoyourcounselorifanyoftheaboveexperiencesyouvebeenthroughiscausingalotofdistressasmanytimesthefirstthingsaddressedaretheonesthatarepresentlyaffectingyourlifeoryouemotionallyoftentimeswhenweexperiencenegativesituationsinourlifebutdonotaddressthemtheybottleupinsideusandcanmanifestinotherwayssuchasdepressionorevenphysicalsymptomslikeibsorneckpaincounselingcangivethesebottledupemotionsandsituationsareleasegiventhesituationyousharednotonlydoinotthinkthatyouhavetoomanyissuesforcounselingbutbelievethatyouwillbeagreatcandidateandcangetalotfromit
ihavesomanyissuestoaddressihaveahistoryofsexualabuseimabreastcancersurvivorandiamalifetimeinsomniacihavealonghistoryofdepressionandimbeginningtohaveanxietyihavelowselfesteembutivebeenhappilymarriedforalmost35yearsiveneverhadcounselingaboutanyofthisdoihavetoomanyissuestoaddressincounseling|absolutelynotistronglyrecommendingworkingononeissueneedatatimeintherapyyouwillsetsmartgoalsandobjectivesthatwillhelpyoureachyourgoalsiseeyouasasurvivorandnotavictimbestwishestoyou
ihavesomanyissuestoaddressihaveahistoryofsexualabuseimabreastcancersurvivorandiamalifetimeinsomniacihavealonghistoryofdepressionandimbeginningtohaveanxietyihavelowselfesteembutivebeenhappilymarriedforalmost35yearsiveneverhadcounselingaboutanyofthisdoihavetoomanyissuestoaddressincounseling|absolutelynotinfactmostpeoplehavemanyissuesalotlotoftheissuesyouaredescribingcommonlygohandinhandintherapyspeakwecallitcomorbidconditionsiwouldventurethatmostofthefeelingsyouarestrugglingwithstemfromyourearlytraumayouwouldbenifittremendouslyfromcounselingagoodtherapistwilldevelopeatreatmentplanthataddressesallofyourneedswithhelpyoucoulddefinitelyliveahappylifewithoutallofyouranxietyanddepressiongettingintheway
